Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_115,34,1,1,0,0,0,34,44,78,81.671,115,115,586.025,85.645,0,9.360,23.023,1.283,8.670,5.700,4.464,4.921,4.057,4.459,0.250
Track_118,40,2,2,0,0,0,42,45,87,92.033,118,118,150.925,298.269,0,8.938,19.344,0.333,9.057,5.762,3.999,5.457,3.048,4.105,0.563
Track_126,33,3,3,0,0,0,39,52,91,131.287,126,126,176.267,258.278,0,8.860,18.561,2.602,9.352,3.833,4.098,4.745,3.303,4.120,0.389
Track_128,24,0,0,0,0,0,23,53,76,22.425,128,128,137.122,283.722,0,7.885,22.473,2.165,6.804,5.085,4.210,4.984,3.271,4.287,0.377
Track_129,44,0,0,0,0,0,43,53,96,28.002,129,129,596.304,79.229,0,7.263,24.756,0.732,5.688,5.094,4.613,4.952,4.213,4.619,0.170
Track_131,42,0,0,0,0,0,41,55,96,32.523,131,131,433.626,283.351,0,6.629,16.521,0.777,5.839,3.548,4.563,5.042,4.124,4.592,0.179
Track_136,30,0,0,0,0,0,29,58,87,79.399,136,136,225.907,190.788,0,9.104,21.468,0.619,9.445,4.956,4.375,4.795,3.576,4.500,0.289
Track_139,36,1,2,0,0,0,37,59,96,19.697,139,139,439.425,284.506,0,6.856,15.396,2.013,6.671,3.446,4.331,4.911,4.054,4.322,0.180
Track_148,31,1,2,0,0,0,32,64,96,80.522,148,148,126.176,323.231,0,9.253,24.413,1.166,8.820,5.419,4.142,5.415,3.390,4.096,0.484
Track_156,28,0,0,0,0,0,27,69,96,55.980,156,156,563.954,570.071,0,7.053,21.544,1.254,6.100,4.593,5.209,5.470,4.920,5.222,0.169
Track_157,28,0,0,0,0,0,27,69,96,43.373,157,157,496.252,22.221,0,5.690,10.493,0.629,4.982,3.177,4.461,5.034,3.582,4.465,0.350
